City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
150,Sana,YE,61.03,overcast clouds,15.3547,44.2067,Bahamdoon Homes Hotel / فندق باحمدون
152,Miraflores,MX,69.8,clear sky,19.2167,-98.8083,Hotel Mansión
154,Sitka,US,50.0,overcast clouds,57.0531,-135.33,Westmark Sitka
156,Carnarvon,AU,71.6,scattered clouds,-24.8667,113.6333,Hospitality Carnarvon
157,Nouadhibou,MR,64.4,clear sky,20.931,-17.0347,El Medina
158,Souillac,MU,73.4,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
161,Najran,SA,73.4,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
163,Constitucion,CL,53.96,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
164,Sayaxche,GT,69.17,broken clouds,16.5167,-90.1667,Hotel y Auto Hotel Arizona
166,Vila Franca Do Campo,PT,57.2,few clouds,37.7167,-25.4333,Pestana Bahia Praia
169,Launceston,AU,64.0,light rain,-41.45,147.1667,Hotel Grand Chancellor Launceston
171,Saint-Leu,RE,75.2,clear sky,-21.15,55.2833,La Caz Oceane
172,Codrington,AU,58.06,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
174,Tocopilla,CL,67.23,clear sky,-22.092,-70.1979,Hotel Galvarino
175,Zaranj,AF,71.6,clear sky,30.9667,61.8833,غزنوی هوتل
183,Maturin,VE,74.32,overcast clouds,9.75,-63.1767,Hotel Residencial La Pichincha
186,Noumea,NC,78.01,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
189,Asau,RO,59.0,light rain,46.4333,26.4,Casa Mika Ciobanus
195,Hanzhong,CN,69.66,overcast clouds,33.0728,107.0303,Guorui Hotel
199,Boundiali,CI,75.36,overcast clouds,9.5217,-6.4869,Hotel Paysan Boundiali
200,Ipixuna,BR,77.0,clear sky,-1.7625,-48.8043,Casa da Oscarina
205,Altay,CN,50.76,clear sky,47.8667,88.1167,Jinqiao Hotel
206,Nantucket,US,51.8,few clouds,41.2835,-70.0995,Jared Coffin House
207,Fortuna,US,53.01,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
210,Bauta,CU,77.0,few clouds,22.9828,-82.5464,El Refugio
211,Kralendijk,BQ,78.8,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
212,Moctezuma,MX,67.06,clear sky,29.8,-109.6667,Hotel Lobohombo
213,Termoli,IT,56.35,overcast clouds,41.9888,14.9895,Hotel Mistral
214,Richards Bay,ZA,61.03,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
216,Ilhabela,BR,67.82,few clouds,-23.7781,-45.3581,Ilha Flat Hotel
217,Alacranes,CU,78.8,moderate rain,22.7675,-81.5675,Hotel Union de Reyes
218,Caravelas,BR,70.75,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
219,Bubaque,GW,77.86,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
220,Chuy,UY,62.35,few clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
224,Necochea,AR,55.0,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
228,Kruisfontein,ZA,59.47,clear sky,-34.0033,24.7314,Oyster Bay House Rental
231,San Patricio,US,75.2,few clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
234,Le Robert,MQ,78.8,clear sky,14.6775,-60.9392,HARMONY HEBERGEMENT
235,Vao,NC,74.44,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
236,Beyneu,KZ,69.26,broken clouds,45.3167,55.2,NUR
239,Sao Miguel Do Araguaia,BR,72.39,clear sky,-13.275,-50.1628,Hotel Executivo Palace
241,Finote Selam,ET,60.58,overcast clouds,10.7,37.2667,Kidanemihiret vilage with Anduamlak Alelign(ONEGOD)
242,Santa Paula,US,59.0,haze,34.3542,-119.0593,Santa Paula Inn
243,Hasaki,JP,70.0,broken clouds,35.7333,140.8333,Hotel Sunrise Choshi
244,Shingu,JP,62.6,few clouds,33.7333,135.9833,Shingu UI Hotel
247,San Carlos,VE,73.35,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
249,Tubuala,PA,77.0,overcast clouds,9.5167,-79.0333,Río Nabagana
252,Hurricane,US,68.0,broken clouds,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
254,Saint-Pierre,RE,75.2,clear sky,-21.3393,55.4781,Lindsey Hôtel
256,Awbari,LY,78.62,clear sky,26.5921,12.7805,فندق أوباري
257,Fort Nelson,CA,51.8,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
259,Burnie,AU,61.95,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
260,Bud,US,61.0,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
263,Huangchuan,CN,72.7,moderate rain,32.1272,115.0394,Guangzhou International Hotel
264,Ivanivka,UA,56.37,overcast clouds,46.7208,34.553,Спорт Лото
265,Ballina,AU,73.4,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
266,Champerico,GT,68.0,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
267,Sao Joao Da Barra,BR,68.31,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
270,Lolodorf,CM,69.12,light rain,3.2333,10.7333,Auberge La Decouverte
271,Cidreira,BR,68.04,scattered clouds,-30.1811,-50.2056,Hotel Castelo
272,Aparecida Do Taboado,BR,66.29,clear sky,-20.0867,-51.0936,Aritana
275,Wilmington,US,70.0,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
276,Mudgee,AU,73.0,scattered clouds,-32.5943,149.5871,Parklands Resort & Conference Centre
277,Kushima,JP,68.0,broken clouds,31.4583,131.2333,Hanaoka
280,Qinhuangdao,CN,65.79,scattered clouds,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
282,Toamasina,MG,75.2,scattered clouds,-18.1667,49.3833,Hotel H1
285,Asyut,EG,71.6,clear sky,27.181,31.1837,Florence Hotel Assiut
286,Ixtapa,MX,77.0,clear sky,20.7,-105.2,Hotel Plaza Providencia
287,Taltal,CL,62.44,scattered clouds,-25.4,-70.4833,Residencial Karime
288,Faya,SA,59.0,few clouds,18.3851,42.4509,مقبرة ال مجمل
291,Pimentel,PE,66.0,scattered clouds,-6.8367,-79.9342,Casona Del Muelle
293,Mahon,ES,53.6,clear sky,39.8885,4.2658,ARTIEM Capri
295,Alofi,NU,75.2,overcast clouds,-19.0595,-169.9187,Taloa Heights
300,Abha,SA,59.0,few clouds,18.2164,42.5053,Abha Hotel
301,Vangaindrano,MG,68.16,light rain,-23.35,47.6,Hotel Fanilo
303,Mecca,SA,79.39,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
306,Bata,GQ,77.0,moderate rain,1.8639,9.7658,Hotel Elik Melen
307,Huarmey,PE,67.15,scattered clouds,-10.0681,-78.1522,Hotel Miramar
314,Dabola,GN,74.61,light rain,10.75,-11.1167,Hotel Tinkisso
315,Vallenar,CL,57.83,few clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
319,Rocha,UY,60.13,scattered clouds,-34.4833,-54.3333,Beleza Pura B&B
320,Flinders,AU,79.0,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
321,Flagstaff,US,57.0,broken clouds,35.1981,-111.6513,Drury Inn & Suites Flagstaff
325,Itoman,JP,75.2,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
328,San Pedro Del Parana,PY,73.4,clear sky,-26.8333,-56.2,Hotel Oasis
330,Quelimane,MZ,69.8,light rain,-17.8786,36.8883,Hotel Flamingo
331,Gat,IL,72.0,clear sky,31.61,34.7642,OlusHome
332,Teresina,BR,75.2,moderate rain,-5.0892,-42.8019,Metropolitan Hotel‎
335,Hami,CN,60.44,clear sky,42.8,93.45,Laoyutang Resort
338,San Quintin,MX,58.44,scattered clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
339,Portland,US,57.99,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
340,Palmer,US,55.4,overcast clouds,42.1584,-72.3287,Wedgewood Motel
341,Kaitangata,NZ,59.0,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
342,Kumluca,TR,77.65,broken clouds,36.3703,30.2869,TurkuazKöy
343,Whithorn,JM,78.8,few clouds,18.2604,-78.0378,Sunset Heal
344,Estelle,US,72.0,overcast clouds,29.8458,-90.1067,Ohio
347,Sechura,PE,71.13,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
351,Fort Myers Beach,US,79.0,clear sky,26.452,-81.9481,Lani Kai Island Resort
