City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
621,Jadu,LY,56.57,broken clouds,31.953,12.0261,سيفاو عبازة
625,Buin,CL,55.99,clear sky,-33.7333,-70.75,Paihuen
626,Moa,CU,76.53,overcast clouds,20.6569,-74.9403,Carmen
627,Alterosa,BR,53.62,clear sky,-21.2492,-46.1431,Hotel Central Alterosa
628,Marivan,IR,58.69,clear sky,35.5219,46.176,Miran Hotel
629,Bam,IR,74.3,broken clouds,29.106,58.357,Bam Tourist Hotel
633,Cervo,ES,52.0,few clouds,43.6702,-7.4101,Hotel Spa Galatea
634,Tignere,CM,69.42,overcast clouds,7.3667,12.65,SADECK
635,Parabel,RU,53.33,overcast clouds,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
636,Santa Ana,US,62.6,few clouds,33.7456,-117.8678,Santa Ana Travel Inn
642,Oriximina,BR,74.05,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
643,Coahuayana,MX,70.09,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
644,Tuscaloosa,US,72.0,broken clouds,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
645,Jiamusi,CN,66.27,overcast clouds,46.8333,130.35,Riversky Hotel
648,Dunedin,NZ,58.73,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
649,Rivera,UY,63.41,few clouds,-30.9053,-55.5508,Hotel Casino & Resort Rivera
650,Uyo,NG,76.5,overcast clouds,5.0333,7.9266,Economy Lodge
652,Mayumba,GA,77.72,light rain,-3.432,10.6554,LIKWALE LODGE
654,Greymouth,NZ,56.07,few clouds,-42.4667,171.2,Kingsgate Hotel Greymouth
657,Grand-Santi,GF,72.86,moderate rain,4.25,-54.3833,Hotel La Villa Couacou
661,Taian,CN,66.06,light rain,36.1853,117.12,Taishan International Youth Hostel
662,Sakaiminato,JP,69.8,few clouds,35.55,133.2333,味処・民宿 まつや
664,Moirang,IN,69.8,broken clouds,24.5,93.7667,Suraj Bording
667,Camacha,PT,57.2,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
668,Navirai,BR,67.78,clear sky,-23.065,-54.1906,Dubai Hotel - Também sua casa!
673,Santa Cruz,BO,71.6,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
